title,time,likes,stars,info
喜欢穿洞洞鞋的家人们有福了,5天前, 0, 0,喜欢穿洞洞鞋的家人们有福了洞洞鞋大灯再也不怕走夜路
？？？？？？？是当没人认识辛弃疾吗,5天前, 0, 0,？？？？？？？？是当没人认识辛弃疾吗这样瞎编还热搜高位？？？？？？？？
大家的父母能理解大家工作辛苦很累吗？ ​​​,5天前, 0, 2,null
涨姿势INS美图录：Anok Yai ​​​,5天前, 0, 1,null
让自卑转化为谦卑,5天前, 0, 3,@菜刀太后：和一个前辈聊天，我问人怎么才能克服自卑。他说：多去看大自然。我问为什么？他说：“去看大自然，去看真正的天地，看它的运行规律，时序轮转，道法自然，见识到天地的人，心识就开...
同事登我电脑问我密码是什么 ​​​,5天前, 0, 3,null
如果你当时是开心的，那就不算是浪费时间。 ​​​,5天前, 0, 0,宜而爽 2023春夏新品 冰丝凉感 撞色明筋 男士平角裤 4条装 29.9元包邮 【¥27.9】威猛先生 管道疏通剂 500ml*3 瓶 不二家 脆皮可可浓郁巧克力派 12 枚 *...
今天这个案例是发生在2021年的宿舍内罕见事故,5天前, 0, 1,这个案例是发生在2021年的宿舍内罕见事故—— 由于热水器长期漏电，给宿舍地面的瓷砖+砂石+水泥形成的电容反复充电，再加上逝者手部接触铁皮衣柜，瓷砖超级电容放电，直接形成18000...
团建的目的：是让老板以为我们团结了！ ​​​,5天前, 0, 0,团建的目的：是让老板以为我们团结了！ ​​​（@你别说还真是这样）
双方权力不对等下的consent，绝不只是一个表情，一句话，一瞬间。,5天前, 0, 0,null
月薪过万，但工作不开心要辞职吗？,5天前, 0, 0,月薪过万，但工作不开心要辞职吗？
涨姿势微语录0505：承认自己没能力，有益身心健康,5天前, 0, 2,你们还没上班可能感受不到，这个世界上啊……不是所有人都能把话说清楚、说明白的……如果一个人可以简明扼要而不失风趣地把自己想表达的东西表达出来，简直可以称得上是人才，很稀有的…… ​...
这是左冷禅的特使…,5天前, 0, 1,卧槽，这是什么特种兵？ 五天打卡五岳的当事人发布的计划表
满不在乎轻描淡写到气急败坏。,5天前, 0, 4,null
狗碑,5天前, 0, 0,null
真特么狂,5天前, 0, 3,null
西化的向往的生活,5天前, 0, 1,原来在西方人眼里《向往的生活》是这样的 ​​​
这个中产有点高了,5天前, 0, 1,null
我一个变态都觉得变态,5天前, 0, 1,null
确认过眼神 都是中国人 ​​​,5天前, 0, 1,null
第27届“中国青年五四奖章”揭晓！只有这个人，没有照片…… ​​​,5天前, 0, 2,可能名字都是假的
这个官方数据应该还不全，类似杭州和淄博的数据还没出，可以再等等,5天前, 0, 0,null
水手服少女,5天前, 0, 2,null
《最强大脑》,4天前, 0, 0,null
在看这个！全国男性平均身高！,4天前, 0, 0,在看这个！全国男性平均身高！山东人竟然是第一我的妈呀！（河北人据我观察差不多，如果是年轻一代平均身高应该能往上提个1厘米左右，但也就这么多了 *编辑了一个女生身高的版本！ ​​​
终于结束了！ ​​​,4天前, 0, 0,null
好像一切都没有发生，不能当做一切都没有发生。,4天前, 0, 3,@张文宏医生：搭乘深夜航班MU5165 在夜间23点45分落地，打开微信，第一条跳出来的消息就是世卫组织宣布新冠不再构成国际关注的突发公共卫生事件（PHEIC）。 匆匆从熟悉的北京...
世卫组织：自大流行开始以来至少有2000万人死于新冠 ​​​,4天前, 0, 0,null
野叟半夜献曝。《井上雄彦是我爹》。,4天前, 0, 0,野叟半夜献曝。《井上雄彦是我爹》。（@李弱可）
政府办公大楼比学校破旧，这个城市有希望有未来,4天前, 0, 0,@曾经是只小可爱：头两张是淄博市委跟市政府的办公楼，中间六张是几个淄博中小学的照片，都是近二十年来新盖的。最后一张照片是山东农业工程学院淄博校区。 我想重点说说最后一张，因为这是我...
虽然很残忍但我只能说活该,4天前, 0, 1,null
见证了历史了属于是,4天前, 0, 0,null
注意南方落叶,4天前, 0, 1,null
这是在干什么？？？？？？？？？,4天前, 0, 0,null
我的评价是：淄博体现了社会主义的优越性,4天前, 0, 2,null
最近这种带爱国主义节奏，实际上制造撕裂的账号越来越多了,4天前, 0, 0,@林中白狼：韩国正在偷中国的炸酱面，甚至标注炸酱面的起源在韩国仁川 @峰哥亡命天涯：我没有恶意，你咋不把人家的维基百科截全呢？起源于仁川一家名为“共和春”的中餐馆。
商家可以看市场吃饭，但政策必然要有前瞻性,4天前, 0, 1,@卢诗翰：今天看见一个信息，我觉得很值得摊开说一下。前段时间淄博火热，他们地方政府立刻表示旅店不得涨价否则处罚对吧？许多人在讨论这样对不对。 但实际上，还有一个地方，给出了更大更严...
卖馒头能挣钱么？,4天前, 0, 1,@菊厂刘掌柜：从来没有看不起小生意，拿卖馒头来说，能不能挣钱，能挣多少钱？不少人算不出来的，却着急忙慌干所谓大生意。 卖馒头能挣钱么？答案肯定是：能。要是不挣钱，就没人卖了。 一个...
人类面对全新事物时，经验会失灵,4天前, 0, 6,@徐佳杰 plus: 以前我对良渚文化很感兴趣。常常跑去听一些有意思的讲座。某场的内容我今天还依稀记得。 专家说，当初在江浙地区发现某个墓葬（瑶山还是反山我忘记了）的时候...
难怪叫社畜,4天前, 0, 2,@偏财居士：我以前在农村养过一段时间大型牲口。 牛这玩意力气大耐力足，能干很重的活但实际上效率不高，因为它干活慢吞吞的。 马这东西能跑能拉，但是耐力很差，强度大一点做久了就要歇菜。...
男性被性侵的事,4天前, 0, 2,@法山叔：#对性侵说不 #最近有朋友提到男性被性侵的事。关于这个话题，可能很多真实情况大家并不清楚。在看完我们做的这幅条漫后，诸位对这个问题或许会有更多的了解。
前天，加拿大班夫国家公园被来自世界各地的女性消防员给点着了,4天前, 0, 1,@ChefPopa：前天，加拿大班夫国家公园被来自世界各地的女性消防员给点着了 五月第一周，加拿大阿尔伯塔省举办了国际女性消防员大会，包括了世界各地女性消防员交换生训练项目。 这个...
聊几句最近网上挺火的招远市抓金条悬赏,4天前, 0, 0,聊几句最近网上挺火的招远市抓金条悬赏。 简单说就是当地旅游局长拿出一个价值 1000 万的金条（25kg），说谁能单手抓起来就金条拿走。消息一出立刻在互联网上引爆，官方后续又补充了...
掉进手机里的留守儿童和专家不敢提的建议,4天前, 0, 1,“留守儿童为打游戏 5 天 5 夜 不睡觉”“手机沉迷，催生乡村新问题少年”“沉迷手机，导致体质下滑”“留守儿童手机成瘾，濒临失控”这是武汉大学的夏柱智教授，在对乡村留守儿童的手机...
广交会三期结束了，大致复盘一下,4天前, 0, 0,@风中的厂长：广交会三期结束了，大致复盘一下： 总体效果比 2019 年差很多，欧美人少了 70% 以上，亚非拉占比高，但是亚非拉量小价格低。也买不起欧美的款。 遇到各行各业的参展...
当事人同意，而且没有违背妇女意愿,5天前, 0, 0,null
当代人许愿真的好卑微……  ​​​,5天前, 0, 2,null
混乱人生，享受之！,5天前, 0, 2,@推拿熊：现在还在因为年轻人不买房不买车不生孩子不还贷不创业每天除了上下班想着的都是出去玩去烧香拜佛去迪士尼环球影城团建甚至是去长沙吃小龙虾跨国去骑小摩托而忧心忡忡的大明白们，再过...
